s,x,y,speed,speed_kph,lateral_g,longitudinal_g,curvature
4115.4726,1423.6503,-165.2328,100.9527,363.4298,5.4178,0.8246,-0.0052
4128.0227,1412.1302,-170.2121,101.9534,367.0324,5.5258,0.8032,-0.0052
4140.5729,1400.3091,-174.4272,102.9188,370.5076,5.6309,0.7823,-0.0052
4153.1230,1388.2376,-177.8602,103.8504,373.8614,5.7333,0.7619,-0.0052
4165.6732,1375.9674,-180.4963,104.7498,377.0992,5.8331,0.7421,-0.0052
4178.2234,1363.5511,-182.3242,105.6184,380.2264,5.9302,0.7228,-0.0052
4190.7735,1351.0418,-183.3362,106.4577,383.2477,5.2787,0.7040,-0.0046
4203.3237,1338.4931,-183.5278,107.2688,386.1677,3.0303,0.6857,-0.0026
4216.1072,1325.7115,-183.3047,108.0675,389.0430,0.7549,0.6676,-0.0006
4228.8906,1312.9300,-183.0816,108.8394,391.8218,0.0000,0.6499,0.0000
4241.6741,1300.1484,-182.8585,109.5856,394.5082,0.0000,0.6327,0.0000
4254.4576,1287.3669,-182.6354,110.3072,397.1060,0.9045,0.6159,0.0007
4267.2411,1274.5854,-182.4123,111.0052,399.6187,3.8388,0.5996,0.0031
4279.4426,1262.3864,-182.6652,111.6499,401.9395,6.9813,0.5844,0.0055
4291.6442,1250.2424,-183.8479,112.2746,404.1887,8.0415,0.5696,0.0063
4303.8457,1238.2239,-185.9536,112.8803,406.3691,8.1285,0.5552,0.0063
4316.0473,1226.4010,-188.9699,113.4675,408.4831,8.2132,0.5412,0.0063
4328.2488,1214.8428,-192.8794,114.0370,410.5332,8.2959,0.5275,0.0063
4340.4504,1203.6164,-197.6591,114.5894,412.5217,8.3765,0.0332,0.0063
4352.6519,1192.7874,-203.2814,114.6240,412.6465,7.3582,-5.1059,0.0055
4364.8535,1182.4188,-209.7133,109.1620,392.9833,3.7124,-4.9741,0.0031
4377.6369,1171.8208,-216.8617,103.2898,371.8433,0.7931,-4.8457,0.0007
4390.4204,1161.2228,-224.0102,97.2287,350.0233,0.0000,-4.7207,-0.0000
4403.2039,1150.6248,-231.1586,90.9363,327.3708,0.0000,-4.5988,0.0000
4415.9874,1140.0268,-238.3071,84.3562,303.6824,0.0000,-4.4801,0.0000
4428.7709,1129.4288,-245.4555,77.4099,278.6757,0.0000,-4.3645,-0.0000
4441.5544,1118.8308,-252.6039,69.9830,251.9389,0.0000,-4.2519,-0.0000
4454.3379,1108.2328,-259.7524,61.8967,222.8281,0.0000,-4.0800,0.0000
4467.1214,1097.6348,-266.9008,52.9895,190.7622,0.0000,-3.3423,0.0000
4479.9048,1087.0368,-274.0492,44.3802,159.7688,0.5411,-2.3832,-0.0027
4492.6883,1076.4388,-281.1977,37.0388,133.3396,1.5948,-1.2498,-0.0114
4504.7737,1065.5651,-286.4718,32.7953,118.0629,2.2603,-0.1255,-0.0206
4516.8590,1053.6499,-288.4925,32.3385,116.4187,2.5017,-0.1255,-0.0235
4528.9443,1041.6452,-287.0982,31.8753,114.7509,2.4306,0.1255,-0.0235
4541.0297,1030.5103,-282.4003,32.3385,116.4187,2.5017,-0.1255,-0.0235
4553.1150,1021.1349,-274.7743,31.8753,114.7509,2.4306,0.1255,-0.0235
4565.2004,1014.2680,-264.8294,32.3385,116.4187,2.5017,-0.1255,-0.0235
4577.2857,1010.4582,-253.3603,31.8753,114.7509,1.8467,1.5335,-0.0178
4589.3710,1010.0101,-241.2833,37.1436,133.7169,0.1245,-0.4076,-0.0009
4601.9212,1009.6816,-228.7374,35.7672,128.7618,2.0124,-0.1463,0.0154
4614.4713,1006.1172,-216.7041,35.2599,126.9357,2.6437,-0.1463,0.0209
4627.0215,999.5597,-206.0033,34.7453,125.0829,2.5671,0.1463,0.0209
4639.5717,990.4561,-197.3643,35.2599,126.9357,2.6437,-0.1463,0.0209
4652.1218,979.4269,-191.3759,34.7453,125.0829,2.5671,0.1463,0.0209
4664.6720,967.2235,-188.4461,35.2599,126.9357,2.6437,-0.1463,0.0209
4677.2221,954.6776,-188.7747,34.7453,125.0829,2.5671,0.3703,0.0209
4689.7723,942.6443,-192.3391,36.0334,129.7202,2.4190,1.0092,0.0183
4702.3225,931.9435,-198.8965,39.3306,141.5902,1.6295,1.7377,0.0103
4715.1059,922.0089,-206.9414,44.5279,160.3006,0.5126,1.6917,0.0025
4727.8894,912.0742,-214.9864,49.0615,176.6214,0.0000,1.6469,0.0000
4740.6729,902.1396,-223.0313,53.1045,191.1760,0.0000,1.6032,0.0000
4753.4564,892.2049,-231.0762,56.7644,204.3517,0.3651,1.5608,-0.0011
4766.2399,882.2703,-239.1211,60.1136,216.4091,1.8199,1.5194,-0.0049
4777.7442,872.9118,-245.8119,62.9015,226.4455,3.7086,1.4832,-0.0092
4789.2485,862.8196,-251.3343,65.5086,235.8311,4.5627,1.1310,-0.0104
4800.7528,852.1389,-255.6090,67.4289,242.7441,4.8341,0.8521,-0.0104
4812.2571,841.0234,-258.5744,68.8403,247.8250,5.0386,0.5813,-0.0104
4823.7615,829.6328,-260.1879,69.7868,251.2326,5.1781,0.3421,-0.0104
4835.2658,818.1309,-260.4263,70.3379,253.2163,5.2602,0.1614,-0.0104
4846.7701,806.6833,-259.2862,70.5964,254.1469,4.6691,1.3747,-0.0092
4858.2744,795.4544,-256.7840,72.7608,261.9388,2.6762,1.3419,-0.0050
4870.9672,783.2532,-253.2854,75.0221,270.0795,0.6447,1.3066,-0.0011
4883.6600,771.0521,-249.7868,77.1602,277.7769,0.0000,1.2722,0.0000
4896.3529,758.8510,-246.2881,79.1867,285.0721,0.0000,1.2388,0.0000
4909.0457,746.6499,-242.7895,81.1112,292.0004,0.0000,1.2062,0.0000
4921.7385,734.4487,-239.2909,82.9422,298.5920,0.0000,1.1745,0.0000
4934.4313,722.2476,-235.7923,84.6870,304.8733,0.0000,1.1436,-0.0000
4947.1242,710.0465,-232.2937,86.3521,310.8675,0.0000,1.1135,0.0000
4959.8170,697.8454,-228.7951,87.9430,316.5949,0.0000,1.0842,0.0000
4972.5098,685.6442,-225.2964,89.4650,322.0739,0.0000,1.0557,0.0000
4985.2026,673.4431,-221.7978,90.9224,327.3206,0.0000,1.0279,0.0000
4997.8955,661.2420,-218.2992,92.3194,332.3497,0.0000,1.0009,-0.0000
5010.5883,649.0409,-214.8006,93.6596,337.1744,0.0000,0.9745,0.0000
5023.2811,636.8397,-211.3020,94.9464,341.8069,0.0000,0.9489,0.0000
5035.9739,624.6386,-207.8034,96.1827,346.2579,0.0000,0.9240,-0.0000
5048.6668,612.4375,-204.3047,97.3715,350.5375,0.0000,0.8996,-0.0000
5061.3596,600.2364,-200.8061,98.5153,354.6550,0.0000,0.8760,0.0000
5074.0524,588.0352,-197.3075,99.6163,358.6187,0.0000,0.8529,0.0000
5086.7452,575.8341,-193.8089,100.6768,362.4365,0.0000,0.8305,0.0000
5099.4381,563.6330,-190.3103,101.6988,366.1156,0.0000,0.8087,-0.0000
5112.1309,551.4319,-186.8117,102.6841,369.6628,0.0000,0.7874,0.0000
5124.8237,539.2307,-183.3130,103.6345,373.0842,0.0000,0.7667,0.0000
5137.5165,527.0296,-179.8144,104.5516,376.3858,0.0000,0.7465,-0.0000
5150.2093,514.8285,-176.3158,105.4369,379.5729,0.0000,0.7269,0.0000
5162.9022,502.6274,-172.8172,106.2919,382.6507,0.0000,0.7078,-0.0000
5175.5950,490.4262,-169.3186,107.1178,385.6240,0.0000,0.6891,-0.0000
5188.2878,478.2251,-165.8200,107.9159,388.4971,0.0000,0.6710,0.0000
5200.9806,466.0240,-162.3213,108.6873,391.2744,0.0000,0.6534,-0.0000
5213.6735,453.8229,-158.8227,109.4333,393.9599,0.0000,0.6362,-0.0000
5226.3663,441.6217,-155.3241,110.1548,396.5572,0.0000,0.6194,0.0000
5239.0591,429.4206,-151.8255,110.8528,399.0700,0.0000,0.6031,0.0000
5251.7519,417.2195,-148.3269,111.5282,401.5015,0.0000,0.5873,0.0000
5264.4448,405.0184,-144.8283,112.1820,403.8550,0.0000,0.5718,-0.0000
5277.1376,392.8172,-141.3296,112.8149,406.1336,0.0000,0.5568,0.0000
5289.8304,380.6161,-137.8310,113.4278,408.3399,0.0000,0.5421,0.0000
5302.5232,368.4150,-134.3324,114.0214,410.4769,0.0000,0.5279,-0.0000
5315.2161,356.2139,-130.8338,114.5964,412.5470,0.0000,0.5140,0.0000
5327.9089,344.0127,-127.3352,115.1535,414.5527,0.0000,0.5005,0.0000
5340.6017,331.8116,-123.8366,115.6934,416.4963,0.0000,-1.5062,0.0000
5353.2945,319.6105,-120.3379,114.0609,410.6191,0.0000,-5.0876,0.0000
5365.9874,307.4094,-116.8393,108.3647,390.1129,0.0000,-4.9572,0.0000
5378.6802,295.2082,-113.3407,102.5105,369.0379,0.0000,-4.8301,-0.0000
5391.3730,283.0071,-109.8421,96.4653,347.2750,0.0000,-4.7063,-0.0000
5404.0658,270.8060,-106.3435,90.1860,324.6697,0.0000,-4.5857,-0.0000
5416.7587,258.6048,-102.8449,83.6154,301.0154,0.0000,-4.4682,0.0000
5429.4515,246.4037,-99.3462,76.6734,276.0243,0.0000,-4.3536,0.0000
5442.1443,234.2026,-95.8476,69.2431,249.2752,0.7064,-4.1972,0.0014
5454.8371,222.0015,-92.3490,61.2320,220.4351,2.3290,-2.2247,0.0061
5466.8802,210.2078,-89.9106,56.7775,204.3992,3.6124,-0.3468,0.0110
5478.9233,198.1818,-89.2707,56.0512,201.7843,4.0084,-0.3468,0.0125
5490.9664,186.1960,-90.4440,55.3153,199.1350,3.9038,0.2606,0.0125
5503.0094,174.5223,-93.4039,55.8690,201.1285,3.9824,-0.0437,0.0125
5515.0525,163.4254,-98.0831,55.7765,200.7953,3.9692,0.0254,0.0125
5527.0956,153.1570,-104.3756,55.8302,200.9886,3.9769,-0.0130,0.0125
5539.1387,143.9499,-112.1386,55.8027,200.8898,3.9729,0.0071,0.0125
5551.1818,136.0129,-121.1963,55.8178,200.9443,3.9751,-0.0038,0.0125
5563.2249,129.5261,-131.3430,55.8098,200.9154,3.9740,-1.6992,0.0125
5575.2679,124.6364,-142.3488,52.0889,187.5200,2.3984,-3.3045,0.0087
5587.3110,121.4549,-153.9640,43.9595,158.2542,0.5781,-1.8606,-0.0029
5599.0583,117.9580,-165.1788,38.7764,139.5952,2.2735,-0.1697,-0.0148
5610.8056,112.0924,-175.3569,38.2688,137.7677,2.8027,-0.1697,-0.0188
5622.5529,104.1423,-184.0053,37.7544,135.9157,2.7279,0.1697,-0.0188
5634.3002,94.4929,-190.7050,38.2688,137.7677,2.8027,-0.1697,-0.0188
5646.0475,83.6115,-195.1315,37.7544,135.9157,2.7279,0.1697,-0.0188
5657.7947,72.0253,-197.0704,38.2688,137.7677,2.8027,-0.1697,-0.0188
5669.5420,60.2956,-196.4277,37.7544,135.9157,2.7279,0.1697,-0.0188
5681.2893,48.9906,-193.2345,38.2688,137.7677,2.8027,-0.1697,-0.0188
5693.0366,38.6581,-187.6456,37.7544,135.9157,2.7279,0.3415,-0.0188
5704.7839,29.7984,-179.9316,38.7829,139.6184,2.6605,0.7944,-0.0174
5716.5312,22.8408,-170.4664,41.0755,147.8718,2.0736,1.7229,-0.0121
5729.2805,16.8834,-159.1945,46.0235,165.6847,1.5497,1.6774,-0.0072
5742.0299,11.7851,-147.5089,50.3761,181.3539,1.5177,1.6331,-0.0059
5754.7793,7.5742,-135.4749,54.2793,195.4056,1.7620,1.5899,-0.0059
5767.5286,4.2744,-123.1600,57.8269,208.1768,1.9999,1.5479,-0.0059
5780.2780,1.9042,-110.6329,61.0831,219.8991,2.2314,1.5070,-0.0059
5793.0274,0.4767,-97.9637,64.0945,230.7403,2.1427,1.4672,-0.0051
5805.7768,0.0000,-85.2232,66.8963,240.8267,1.3690,1.4284,-0.0030
5817.9515,0.0000,-73.0485,69.3997,249.8390,0.3857,1.3924,-0.0008
5830.1263,0.0000,-60.8737,71.7559,258.3214,0.0000,1.3572,0.0000
5842.3010,0.0000,-48.6990,73.9805,266.3299,0.0000,1.3230,0.0000
5854.4758,0.0000,-36.5242,76.0864,273.9111,0.0000,1.2896,0.0000
5866.6505,0.0000,-24.3495,78.0845,281.1043,0.0000,1.2571,0.0000
5878.8253,0.0000,-12.1747,79.9842,287.9432,0.0000,1.2254,0.0000
5891.0000,0.0000,-0.0000,81.7935,294.4566,0.0000,0.0000,0.0000
